# NEOS: Updated 2020-02
full_name,q,e,i,w,om
"  3552 Don Quixote (1983 SA)",1.240093311360042,.708940624511585,31.08439684888597,316.4979512563062,349.9647671115073
"  3553 Mera (1985 JA)",1.118015511350563,.3201562341616927,36.77055365446856,288.8731951640264,232.5277883126561
"  3554 Amun (1986 EB)",.7006790161250547,.280576760744493,23.35695516099013,359.4009549855169,358.6102876226886
"  3671 Dionysus (1984 KD)",1.007658637662804,.5416798820204831,13.5340948148173,204.2630077510122,82.08580897142748
"  3691 Bede (1982 FT)",1.27019290725256,.2841953364977403,20.35824565019472,234.970253260076,348.746811289495
"  3752 Camillo (1985 PA)",.9871313248751539,.3016718808383526,55.55753265863019,312.2175550728543,147.9669278012649
"  3753 Cruithne (1986 TO)",.4840385604755483,.5148441284523386,19.80627854737007,43.83758142464817,126.2250961707905
"  3757 Anagolay (1982 XB)",1.015682197080439,.44630354796355,3.867817849320273,17.22973130025246,74.96083695184362
"  3838 Epona (1986 WA)",.4477212751149076,.7025009792805733,29.20776311108422,49.69522572069954,235.5031842319167
"  3908 Nyx (1980 PA)",1.04299154485602,.4589935894896831,2.18557411909317,126.5624276891909,261.2506739017289
"  3988 Huma (1986 LA)",1.055400493717488,.3166590252152824,10.76737589369606,86.8990377735973,229.8131873632243
"  4015 Wilson-Harrington (1979 VA)",.9684713356795318,.6311870008430976,2.798300038399078,95.37018370850321,266.8176433819764
"  4034 Vishnu (1986 PA)",.5891483664078772,.4439425780383143,11.17043812213602,296.6030781146797,158.0140749980857
"  4055 Magellan (1985 DO2)",1.226360839896837,.3263362314207383,23.25372301942717,154.36619844481,164.8297926802455
"  4179 Toutatis (1989 AC)",.9564367643401444,.6242486420344596,.4479491052800336,277.9899107677535,125.1994137753345
"  4183 Cuno (1959 LM)",.7255292325661046,.6341387637860586,6.70403702500399,236.3490056726453,294.8674921406109
"  4197 Morpheus (1982 TA)",.5223261537705526,.7724192790605215,12.59410572238528,122.5110208384925,7.044701672931549
"  4257 Ubasti (1987 QA)",.8756041979480061,.4683921505294974,40.71242327167252,278.9331509444987,169.1866839258711
"  4341 Poseidon (1987 KF)",.5883077108411234,.6795653132149344,11.85378497385541,15.67950060770312,108.1001586194833
"  4401 Aditi (1985 TB)",1.124144082327537,.5644002390075878,26.63802301661972,68.15070272946105,22.88805212021094
"  4450 Pan (1987 SY)",.5962230083612104,.5866724023070407,5.520541957739308,291.8364105251167,311.8067261050614
"  4486 Mithra (1987 SB)",.7411117941177517,.663023402844932,3.039698860306383,168.9064810140447,82.23629970890292
"  4487 Pocahontas (1987 UA)",1.217403118505854,.296462275068975,16.404534112789,173.9667029682923,198.1175595368247
"  4503 Cleobulus (1989 WM)",1.287087426611125,.5240915029944507,2.512920136681998,76.31514981414951,45.95842357403166
"  4544 Xanthus (1989 FB)",.7814017243095622,.2501656272957509,14.14491537527707,333.8395213522535,23.98478636990216
"  4581 Asclepius (1989 FC)",.657502083091507,.357052267864516,4.917323878156523,255.3412732523641,180.2183585562669
"  4596 (1981 QB)",1.074692138521538,.519954215746543,37.07685319855293,248.4024134996291,154.2301513143694
"  4660 Nereus (1982 DB)",.9522954640246722,.3603359277288574,1.432103459159016,158.0702676544289,314.40555111343
"  4688 (1980 WF)",1.077445184154881,.5174138379501934,6.373195987046823,213.8393445039421,241.2409009637
"  4769 Castalia (1989 PB)",.5494004678191624,.4832323083363309,8.885519032246105,121.4098270048962,325.541301786002
"  4947 Ninkasi (1988 TJ1)",1.139441897373702,.1683455300520809,15.65097546326403,192.9098615043385,215.4465196181941
"  4953 (1990 MU)",.5549908938391866,.6576260243238594,24.39060292626519,77.75350077193133,77.70392163169116
"  4954 Eric (1990 SQ)",1.10170346957158,.4493837521776116,17.42944093665196,52.58954703912914,358.4436093931137
"  4957 Brucemurray (1990 XJ)",1.222976361923286,.2187914328448276,35.01082635910582,97.46012656354105,254.9001662402833
"  5011 Ptah (6743 P-L)",.8180542054614435,.5000774535746889,7.405387504347107,105.8139257564131,10.72728291332828
"  5131 (1990 BG)",.640292516902779,.5691539349250423,36.43079089903286,135.8463476836571,110.3753213786817
"  5143 Heracles (1991 VL)",.4176256436665707,.7722007404364657,9.030542501099534,227.7858351412538,309.492045155322
"  5189 (1990 UQ)",.8098234627637865,.4783414211238734,3.578357325635536,159.7744240095062,135.2175550817337
"  5324 Lyapunov (1987 SL)",1.180177471122755,.6047916152771321,19.60651653299614,321.0592313495496,352.2694800374328
"  5332 Davidaguilar (1990 DA)",1.178531158756698,.4556498038507966,25.49022055762551,305.9455037726921,142.8219298275376
"  5370 Taranis (1986 RA)",1.208224583360604,.6366392847662889,19.15015581694232,161.2647358528406,177.8039847376326
"  5381 Sekhmet (1991 JY)",.6666838885838817,.2963412966939172,48.9667777193404,37.42871844716527,58.53867711504974
"  5496 (1973 NA)",.8868560634553834,.6357456718642881,68.01887451013842,118.0291581922866,101.030807297589
"  5587 (1990 SB)",1.090813953472832,.5448120895124308,18.09772058822913,86.77353244491589,189.9521358026825
"  5590 (1990 VA)",.7101582970802807,.2795412193736886,14.18555302786632,34.49085483284225,216.2918148944794
"  5604 (1992 FE)",.5515742162851738,.4060067938486623,4.715357430994119,82.65278164397662,311.90995538129
"  5620 Jasonwheeler (1990 OA)",1.247412081791317,.4224217252142448,7.871966780751173,153.7868971743571,128.6791593527164
"  5626 Melissabrucker (1991 FE)",1.197395266736648,.4543917908199013,3.848550891191713,231.8811439121367,173.097182833856
"  5645 (1990 SP)",.830025514004602,.3874348795511245,13.50254773420066,48.23357124304513,45.74082040185449
"  5646 (1990 TR)",1.20909613721353,.4359095672625509,7.90625798163039,335.728695302933,14.10766438933294
"  5653 Camarillo (1992 WD5)",1.248850355560001,.3041422127589274,6.87237616812724,122.5435313402497,9.945664803379195
"  5660 (1974 MA)",.4246879169093464,.7621002509179099,38.13177475478753,127.0295185987256,302.1551912416267
"  5693 (1993 EA)",.5272538496590088,.5851484386228897,5.054676716362574,258.8851259939119,97.03424523009005
"  5731 Zeus (1988 VP4)",.7849070607302202,.6533794502002339,11.42318359228391,217.0443507940721,281.6675321020207
"  5751 Zao (1992 AC)",1.212997398454893,.4234747962150472,16.07355690417789,25.30521146920305,121.6660499535947
"  5786 Talos (1991 RC)",.1873312129697607,.8267796505306281,23.22781343000195,8.354104828172122,161.3013573801933
"  5797 Bivoj (1980 AA)",1.053626934735652,.4439525006046587,4.190151708243934,168.5576078678214,298.9474327896774
"  5828 (1991 AM)",.5175035724351321,.6951778416176104,30.12731212391516,152.7630337410904,125.4266016509479
"  5836 (1993 MF)",1.129784605326156,.5369197076787289,7.949706362761165,77.93976703948231,238.7840342320424
"  5863 Tara (1983 RB)",1.09751315021351,.506007331638734,19.49278406422272,115.4723456668975,168.9057802809751
"  5869 Tanith (1988 VN4)",1.229490594621242,.321468869821685,17.92337129072433,230.8777259707186,227.8787627558343
"  5879 Almeria (1992 CH1)",1.15423624705081,.2894534810583702,21.57960204630619,355.7083045971468,145.848147245991
"  6037 (1988 EG)",.6361489077050027,.4996135848090242,3.499647085630365,242.1877187405343,182.379457417348
"  6047 (1991 TB1)",.9420477376201608,.3523121940351087,23.47155774173312,103.7711236734861,6.10225158736475
"  6050 Miwablock (1992 AE)",1.239333476601498,.4371698629914242,6.405606133187616,284.9676693606802,88.19462782424281
"  6053 (1993 BW3)",1.013106372583112,.528288905146749,21.58073298624729,74.87201679190498,318.2645589496261
"  6063 Jason (1984 KB)",.5173476789221573,.7662255850032114,4.918375419542129,337.1379443126226,169.3964692809263
"  6178 (1986 DA)",1.179239469265053,.5819601204491861,4.304841849111806,127.3596186783688,64.61741999620905
"  6239 Minos (1989 QF)",.6762810118422782,.4126441610946073,3.942233796684754,239.71250420104,344.5827134192226
"  6455 (1992 HE)",.9579173566729754,.5725463548123563,37.33702653001967,262.7619616438866,26.94439196388059
"  6456 Golombek (1992 OM)",1.295278713592156,.4093296378064725,8.225273048191731,347.1339917397531,313.5800874042579
"  6489 Golevka (1991 JX)",.987735110391848,.6052965473603549,2.276480760253867,66.65547373733823,211.0620214995175
"  6491 (1991 OA)",1.022341716571307,.5910939116910703,5.948776069327465,323.6421544820491,301.8888097562934
"  6569 Ondaatje (1993 MO)",1.266956881417376,.2208909506051946,22.64127258247309,167.3100423717531,111.4817048478633
"  6611 (1993 VW)",.8741651338807284,.4845960634460766,8.696810018986826,281.3346567206804,230.9430447819699
"  7025 (1993 QA)",1.010873372466909,.3150669352968861,12.60993490426042,323.4531004950912,146.6091579808013
"  7088 Ishtar (1992 AA)",1.205732181048329,.3911476575506628,8.304516922835163,354.7187899974012,102.6491619089136
"  7092 Cadmus (1992 LC)",.7670007878260656,.697531145561712,17.8090748352853,93.80597994509795,57.69916035506532
"  7236 (1987 PA)",1.199641970688634,.5596642010816566,16.33667758838205,337.8940918075563,308.5125406860763
"  7335 (1989 JA)",.9129688513672637,.4843281029377564,15.19555380195391,232.2596415317655,61.31907779643979
"  7336 Saunders (1989 RS1)",1.194607755576848,.4817050719244923,7.197246574134468,181.4679167493537,174.4846160090812
"  7341 (1991 VK)",.9089147248190094,.5065931382228088,5.419121587267071,173.3350706139144,294.873903616193
"  7350 (1993 VA)",.8254004401746784,.391236996359884,7.262759240314128,336.650026657423,133.1141379358599
"  7358 Oze (1995 YA3)",1.094009438369395,.5022794115732849,4.662024992113634,92.21111310442565,265.4810862712407
"  7474 (1992 TC)",1.108359673437232,.2920794727362687,7.088236897568524,275.6128604659366,88.62406025255962
"  7480 Norwan (1994 PC)",1.071059418173426,.3168207640694363,9.453898009820998,256.8417623649449,124.3776325857942
"  7482 (1994 PC1)",.9042103486912673,.3283045869886862,33.48902940670292,47.60888225642255,117.8849791867789
"  7753 (1988 XB)",.7607253798280769,.4817156519162772,3.122906861483508,280.0735628065399,73.41878545201992
"  7822 (1991 CS)",.9380359575897714,.1646463027430302,37.1209965941272,249.4339903299211,156.8525780174185
"  7839 (1994 ND)",1.042432494625462,.5185777700758288,27.11833562228615,228.2668544031872,102.5393264163521
"  7888 (1993 UC)",.8179580794056377,.6641474314270904,26.08461202018213,323.0396657938019,165.911343763748
"  7889 (1994 LX)",.8245445927314924,.3463153552341869,36.91250845232767,349.1784201034575,111.2757924561666
"  7977 (1977 QQ5)",1.18872064958262,.4661023265550565,25.1644594875812,248.0346168373697,134.1643398596041
"  8013 Gordonmoore (1990 KA)",1.249225507650162,.431954231573515,7.570784492510116,146.7578731195227,105.5575791413571
"  8014 (1990 MF)",.9499306175522895,.4561303012082361,1.86699455491715,114.4012672777481,210.2357164505924
"  8034 Akka (1992 LR)",1.081116830765785,.4092324744878675,2.024307445997416,68.15528765479831,232.8722149901415
"  8035 (1992 TB)",.721643892131869,.4623070175550511,28.30359255319215,6.069994946520722,185.6328352130265
"  8037 (1993 HO1)",1.15456608974347,.4185978586917807,5.907554679401357,105.7401000616971,22.40830639828662
"  8176 (1991 WA)",.5619498952380449,.6431878147045217,39.59826207586244,241.8658883964633,66.53769985912359
"  8201 (1994 AH2)",.7439137168635802,.7067970332762996,9.551459108151882,25.13038279781645,164.1029368050355
"  8507 (1991 CB1)",.683728446395763,.5947142556114355,14.58940163194763,345.764357584949,317.4170697948831
"  8566 (1996 EN)",.857906847248438,.430464601628445,37.97718360925452,125.1370913178044,164.1280764093312
"  8567 (1996 HW1)",1.126639029607577,.4491961939945195,8.449292786685852,177.241413897813,177.10919324
"  8709 Kadlu (1994 JF1)",1.291370603021285,.48939234909325,3.516354017284441,153.5899406149258,119.2476001026614
"  9058 (1992 JB)",.9965482321433323,.3596886132147182,16.08090004190406,306.9866783511924,218.348789772898
"  9162 Kwiila (1987 OA)",.6056540621206083,.595317195029667,9.007730892673164,235.7769119764541,180.0490252058578
"  9172 Abhramu (1989 OB)",1.210791716904149,.5529633941480585,7.84530180514068,74.0101966735358,287.6647766515028
"  9202 (1993 PB)",.5589455373348353,.6074426948324929,40.81853510743859,212.3186915592134,315.9223543008634
"  9400 (1994 TW1)",1.087198964703282,.5800581867360562,35.98758330577424,62.17822128723834,3.350601248644324
"  9856 (1991 EE)",.8389027813718416,.6260224968988295,9.827000270016448,116.2017291443439,168.1161392313134
"  9950 ESA (1990 VB)",1.138011369691503,.5330346182176163,14.59746692235572,103.5048718891691,253.5127021693087
" 10115 (1992 SK)",.8429589267599767,.3247856988548187,15.32038911870347,233.6733343171715,8.91071270403509
" 10145 (1994 CK1)",.6984514665705753,.6325845437213307,4.548124905322917,27.38450950187972,328.404056834725
" 10150 (1994 PN)",1.083485623883181,.5437909733262629,45.96098811729756,233.9656755815684,113.0110498803075
" 10165 (1995 BL2)",.6125776400115232,.5038536451823441,23.89781764437027,348.4372189763499,312.4391822299782
" 10302 (1989 ML)",1.098673709174972,.1364029076489758,4.378247099464627,183.3544004215724,104.3401569726565
" 10563 Izhdubar (1993 WD)",.7387545945568665,.266297474916236,63.46247253358411,132.2042477605248,56.5638130392862
" 10636 (1998 QK56)",.9164352005121545,.5136125776355763,13.56228819115386,286.1743798439553,173.0464851411947
" 10860 (1995 LE)",1.096211731480127,.5746700440569127,4.149407211310682,75.35933276180823,257.2945522311378
" 11054 (1991 FA)",1.095745220055306,.446575234548069,3.076795371742828,92.2555191741347,339.1128820914497
" 11066 Sigurd (1992 CC1)",.8692265228574493,.3753355022728196,36.88045160514172,21.99941312995324,349.2337740014743
" 11284 Belenus (1990 BA)",1.15284612529854,.3374610102919356,1.992919037322192,171.003131160558,311.7524244954406
" 11311 Peleus (1993 XN2)",.9823345645716979,.535847024912267,25.49099318779965,313.3894658025225,59.3530405178566
" 11398 (1998 YP11)",1.051351400565566,.3889742315540371,15.02584254932623,74.68759695830471,144.7890484922738
" 11405 (1999 CV3)",.8847872112925467,.3938078328766951,22.86335300994099,96.37887128720924,141.2802429550503
" 11500 Tomaiyowit (1989 UR)",.6956086103501808,.3557795887714189,10.30870902646075,289.4574529405982,234.427737387225
" 11885 Summanus (1990 SS)",.894382744398586,.4749022140220277,19.41789757080976,116.0804178197599,359.8579297359031
" 12538 (1998 OH)",.9156596126791533,.4060696634309139,24.52621468042546,321.7214864118576,220.7392558216994
" 12711 Tukmit (1991 BB)",.8634045161734916,.2722070315155783,38.48907765553614,322.8912996407456,294.9799952777113
" 12923 Zephyr (1999 GK4)",.9966328600728032,.4920120105735246,5.304290946720157,147.067794462551,168.1903948981166
" 13553 Masaakikoyama (1992 JE)",1.173239920356625,.4640940443419756,5.874572216541893,109.955790245413,193.4776098796047
" 13651 (1997 BR)",.9273109622184508,.3056593722668681,17.24854717111125,133.8249896116266,116.6637796450968
" 14402 (1991 DB)",1.025987726396572,.4017335307639988,11.4165421827673,51.38845390576392,158.2239151797479
" 14827 Hypnos (1986 JK)",.9482912729489152,.6662279831544159,1.980573410094367,238.1094436401666,57.96620492645818
" 15745 Yuliya (1991 PM5)",1.280836999531207,.2551810935410614,14.42831252850918,140.6336657179857,132.6151070883909
" 15817 Lucianotesi (1994 QC)",1.168090946034115,.1182156671721637,13.87262938939136,94.31711672714812,162.4959478176208
" 16064 Davidharvey (1999 RH27)",1.1707235786665,.5891099646482105,4.539231531745965,104.7957820518989,335.569555394818
" 16636 (1993 QP)",1.228139653058341,.4681110739206089,7.211533709617963,47.30381033139316,296.8159275733703
" 16657 (1993 UB)",1.229108527886823,.4604414738567198,24.94438828209766,21.1986726584159,31.24823001611399
" 16816 (1997 UF9)",.5714051614602972,.6038709755131804,25.90684269334885,157.9390809146409,37.17944158800447
" 16834 (1997 WU22)",.8188331197292573,.4421617548964665,15.99022576608819,334.329884535123,260.7957386740574
" 16912 Rhiannon (1998 EP8)",1.274181236665075,.2724423269544869,24.52006817350998,221.2083728038377,169.1817276710607
" 16960 (1998 QS52)",.312109371145904,.8582737186661318,17.53991937124279,242.9563715880053,260.4250008020099
" 17181 (1999 UM3)",.7740322069177511,.6735171804342489,10.65485472025673,36.77477936951858,113.5731587510576
" 17182 (1999 VU)",.6195919643693052,.5532990638127127,9.272436293963631,203.1383177900944,333.5232528125613
" 17188 (1999 WC2)",.8054798180900903,.6366087957673362,29.44916594141745,287.2807607668317,269.8070948565431
" 17274 (2000 LC16)",1.221243389926292,.5534604989066177,5.569964028935444,21.30688185270739,305.7544742891479
" 17511 (1992 QN)",.7629691786974425,.3588380539986287,9.582650846260748,202.3593541462581,355.9243690577127
" 18106 Blume (2000 NX3)",1.193760940249539,.5117181393646693,4.220098660136541,234.9077399459567,109.1998950478609
" 18109 (2000 NG11)",1.188877684240293,.3678565218849446,.8079614794650148,319.2682712215878,59.52803723829283
" 18172 (2000 QL7)",1.185457835291881,.5110952100520847,17.83312737235124,100.7802388977495,338.4606469202456
" 18736 (1998 NU)",1.20334901550645,.4887039222185959,2.807237288168987,222.8601300274855,297.4994842993388
" 18882 (1999 YN4)",1.294705369552741,.2317138943729079,36.81676114575781,242.6572329609277,291.6993127148561
" 19356 (1997 GH3)",1.094522338254785,.5626304858970956,3.00366529645305,333.8510851490581,186.7010031466283
" 19764 (2000 NF5)",1.243093637427499,.4433097698977581,1.326531160608249,9.549393081542361,281.516543237081
" 20086 (1994 LW)",1.199843685470016,.6232209102202457,21.77536190355771,57.89307102762071,237.2183194969864
" 20236 (1998 BZ7)",.8982020036533965,.5588220311871052,6.501435612194381,104.2338326398196,111.5035467450382
" 20255 (1998 FX2)",1.09668007310147,.4905688971858872,9.945060305680569,17.59732508426877,180.9568166699217
" 20425 (1998 VD35)",.8191797179952404,.4764358514549722,6.984029914675074,296.1506634363977,227.3651647944307
" 20429 (1998 YN1)",.834065659929738,.4640091326922573,6.2991487592961,147.6140482169267,61.77123063768068
" 20460 Robwhiteley (1999 LO28)",1.103314008406744,.4120833929585101,33.94175766667276,283.669238194502,280.0728785821625
" 20790 (2000 SE45)",1.204705612686803,.560725437969278,8.334673652191375,168.9209931079473,302.9563138833963
" 20826 (2000 UV13)",.8906721760444968,.6326978089265057,31.86259748324323,198.6472232817735,347.3342538805232
" 21088 Chelyabinsk (1992 BL2)",1.299375900734428,.2385498136458037,38.46013219072556,27.09956484734111,297.8468622771564
" 21277 (1996 TO5)",1.139371049187003,.5205880912954529,20.95225103846477,250.17294829,167.3841380483033
" 21374 (1997 WS22)",1.116323035000979,.120585294216657,23.98065723359886,197.2057975253552,59.21489682387939
" 22099 (2000 EX106)",.7992763321449847,.2762828490587269,9.845307385110273,186.5652515078286,136.4560352558271
" 22753 (1998 WT)",.5242075108664384,.5699465427122402,3.204402374293903,324.7641505896349,307.4068188442448
" 22771 (1999 CU3)",.7501258459804384,.524176903861252,11.40119819176822,305.781771588314,338.9567367138204
" 23183 (2000 OY21)",1.093170398879244,.4007106718036229,40.97492385237702,301.4779839613491,119.6572166009804
" 23187 (2000 PN9)",.7585853501222467,.5892830204786228,51.32346316934102,293.5495950799802,164.3116369942603
" 23548 (1994 EF2)",1.107295453233195,.5169319651265742,23.40183488080964,124.170580288698,345.9127232847056
" 23606 (1996 AS1)",1.117927709810216,.3611926236399146,14.36107244233054,357.5291394151938,296.6428084651787
" 23714 (1998 EC3)",1.027898943844985,.5169333039280962,8.399120542085942,128.98497982,127.8511816989131
" 24443 (2000 OG)",.4107392469598674,.8221928342876166,25.75314555829395,231.1792463275317,178.138524282692
" 24445 (2000 PM8)",1.005040674549257,.5454111959093568,23.77125984527158,219.1035310499944,203.1543335076604
" 24475 (2000 VN2)",1.100900977883547,.4424027638606225,14.6416187669579,32.6311713545793,76.47634547969497
" 24761 Ahau (1993 BW2)",.9267826144371265,.3057524258770291,21.92363345641563,287.5272541342247,121.0613218875592
" 25143 Itokawa (1998 SF36)",.9532105200631802,.2801166458578437,1.621303463409659,162.8147710934362,69.08038938457929
" 25330 (1999 KV4)",.9691292257093326,.3708585036232087,14.32801738884833,85.97377837336515,50.60164733083497
" 25916 (2001 CP44)",1.286048338995265,.4980588058076712,15.74628467535119,199.7130070547376,94.69325446607014
" 26166 (1995 QN3)",1.170351217671985,.6452145997360438,14.79353478497521,62.85059424846541,185.7417763375966
" 26310 (1998 TX6)",1.136560749801546,.4689524903666827,5.37592042132318,98.82388047801706,210.8856315080132
" 26379 (1999 HZ1)",.6806705568816127,.5762153701531239,8.686571565080651,200.5166841420635,252.1706274473314
" 26663 (2000 XK47)",.8168078872313378,.4716218097573868,13.53701031193953,231.114353051988,303.6748612442411
" 26760 (2001 KP41)",1.259669567587008,.5581501396570987,11.02285517812368,155.1863587016319,146.2462252854791
" 26817 (1987 QB)",1.134988972618865,.5948688948410331,3.498314596468965,156.5054418266132,153.2014853695272
" 27002 (1998 DV9)",.9869923894461676,.4338969623400324,8.701950393297112,.7878793385548687,130.3677394654649
" 27031 (1998 RO4)",1.229259331726045,.4255076812551009,5.35479095693947,111.765487953748,191.88339535
" 27346 (2000 DN8)",1.12739891197762,.398781244051531,36.9493235784246,269.2935960658135,135.2085290584742
" 29075 (1950 DA)",.8359905532881752,.5078265461162728,12.16749549995621,224.6832916054013,356.662226848215
" 30825 (1990 TG1)",.777434681186685,.680982880826281,8.737727751319865,33.71849705683314,205.026788495089
" 30997 (1995 UO5)",.556451815236955,.6432947879556539,36.21528058804164,151.0876912833135,38.66824060376469
" 31210 (1998 BX7)",1.29532101837307,.50244019475316,8.95830804831987,271.4464147078599,144.9226949713473
" 31221 (1998 BP26)",1.280255984641071,.2570184632215243,20.22066397036406,186.6532364617227,331.0398656966685
" 31345 (1998 PG)",1.226278760942475,.3914685617461479,6.503471964162505,156.1703004305149,222.7232687590818
" 31346 (1998 PB1)",1.157108530987869,.4299548437296203,5.963978745384934,350.5008956557135,299.7348361509736
" 31662 (1999 HP11)",.7222571484140585,.5479380096642716,18.81311171923263,311.992538619683,13.96102020587891
" 31669 (1999 JT6)",.9005268874585014,.5783265615968227,9.543419169531564,39.10126981886529,78.81978626828413
" 32906 (1994 RH)",1.2562214066704,.4409295259125841,18.93088855724129,92.31332463703734,331.2169244323463
" 33342 (1998 WT24)",.4181844597099671,.4179388925142801,7.342580784040122,167.2942523872858,81.99939572468146
" 34613 (2000 UR13)",1.26778438665267,.387276524781063,6.175837588786488,286.2404716072958,315.2854618272962
" 35107 (1991 VH)",.9732849982165221,.1442312852977455,13.91128198922758,206.9364491621216,139.3511585829947
